preference_key,movie_title,star_cast,rating,year,place,vote,link
2,El señor de los anillos: Las dos torres,"Peter Jackson (dir.), Elijah Wood, Ian McKellen",8.727410661168028,2002,14,,/title/tt0167261/
3,El imperio contraataca,"Irvin Kershner (dir.), Mark Hamill, Harrison Ford",8.701683428479695,1980,15,,/title/tt0080684/
4,Matrix,"Lana Wachowski (dir.), Keanu Reeves, Laurence Fishburne",8.671105601413013,1999,16,,/title/tt0133093/
1,Buenos muchachos,"Martin Scorsese (dir.), Robert De Niro, Ray Liotta",8.651078264321992,1990,17,,/title/tt0099685/
2,Atrapado sin salida,"Milos Forman (dir.), Jack Nicholson, Louise Fletcher",8.641472501309522,1975,18,,/title/tt0073486/
3,"Seven, los siete pecados capitales","David Fincher (dir.), Morgan Freeman, Brad Pitt",8.60388060832186,1995,19,,/title/tt0114369/
4,Los siete samurais,"Akira Kurosawa (dir.), Toshirô Mifune, Takashi Shimura",8.599246294662978,1954,20,,/title/tt0047478/
1,¡Qué bello es vivir!,"Frank Capra (dir.), James Stewart, Donna Reed",8.596980426135223,1946,21,,/title/tt0038650/
2,El silencio de los inocentes,"Jonathan Demme (dir.), Jodie Foster, Anthony Hopkins",8.58800328808233,1991,22,,/title/tt0102926/
3,Ciudad de Dios,"Fernando Meirelles (dir.), Alexandre Rodrigues, Leandro Firmino",8.579058856286116,2002,23,,/title/tt0317248/
4,Rescatando al soldado Ryan,"Steven Spielberg (dir.), Tom Hanks, Matt Damon",8.577456812893745,1998,24,,/title/tt0120815/
1,La vida es bella,"Roberto Benigni (dir.), Roberto Benigni, Nicoletta Braschi",8.566077840188276,1997,25,,/title/tt0118799/
2,Milagros inesperados,"Frank Darabont (dir.), Tom Hanks, Michael Clarke Duncan",8.5596024384097,1999,26,,/title/tt0120689/
3,Interestelar,"Christopher Nolan (dir.), Matthew McConaughey, Anne Hathaway",8.5545540306186,2014,27,,/title/tt0816692/
4,La guerra de las galaxias,"George Lucas (dir.), Mark Hamill, Harrison Ford",8.554528574275098,1977,28,,/title/tt0076759/
1,Terminator 2: juicio final,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.534838276176393,1991,29,,/title/tt0103064/
2,Volver al futuro,"Robert Zemeckis (dir.), Michael J. Fox, Christopher Lloyd",8.517900673917374,1985,30,,/title/tt0088763/
3,El viaje de Chihiro,"Hayao Miyazaki (dir.), Daveigh Chase, Suzanne Pleshette",8.515323696801948,2001,31,,/title/tt0245429/
4,Psicosis,"Alfred Hitchcock (dir.), Anthony Perkins, Janet Leigh",8.50872247157122,1960,32,,/title/tt0054215/
1,El pianista,"Roman Polanski (dir.), Adrien Brody, Thomas Kretschmann",8.5045115087482,2002,33,,/title/tt0253474/
2,El perfecto asesino,"Luc Besson (dir.), Jean Reno, Gary Oldman",8.501066189728599,1994,34,,/title/tt0110413/
3,Parásitos,"Bong Joon Ho (dir.), Song Kang-ho, Sun-kyun Lee",8.495424156912152,2019,35,,/title/tt6751668/
4,El rey león,"Roger Allers (dir.), Matthew Broderick, Jeremy Irons",8.488446290087204,1994,36,,/title/tt0110357/
1,Gladiador,"Ridley Scott (dir.), Russell Crowe, Joaquin Phoenix",8.485141196251279,2000,37,,/title/tt0172495/
2,Historia americana X,"Tony Kaye (dir.), Edward Norton, Edward Furlong",8.484843672064542,1998,38,,/title/tt0120586/
3,Sospechosos comunes,"Bryan Singer (dir.), Kevin Spacey, Gabriel Byrne",8.47690791530759,1995,39,,/title/tt0114814/
4,Los infiltrados,"Martin Scorsese (dir.), Leonardo DiCaprio, Matt Damon",8.474975430923715,2006,40,,/title/tt0407887/
1,El gran truco,"Christopher Nolan (dir.), Christian Bale, Hugh Jackman",8.46788675972155,2006,41,,/title/tt0482571/
2,Casablanca,"Michael Curtiz (dir.), Humphrey Bogart, Ingrid Bergman",8.465761270708764,1942,42,,/title/tt0034583/
3,Whiplash: Música y obsesión,"Damien Chazelle (dir.), Miles Teller, J.K. Simmons",8.459550653644499,2014,43,,/title/tt2582802/
4,Amigos intocables,"Olivier Nakache (dir.), François Cluzet, Omar Sy",8.454171519315985,2011,44,,/title/tt1675434/
1,Tiempos modernos,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.450059884058371,1936,45,,/title/tt0027977/
2,Harakiri,"Masaki Kobayashi (dir.), Tatsuya Nakadai, Akira Ishihama",8.448968433262381,1962,46,,/title/tt0056058/
3,Erase una vez en el oeste,"Sergio Leone (dir.), Henry Fonda, Charles Bronson",8.448227671159016,1968,47,,/title/tt0064116/
4,La tumba de las luciérnagas,"Isao Takahata (dir.), Tsutomu Tatsumi, Ayano Shiraishi",8.447076001383678,1988,48,,/title/tt0095327/
1,La ventana indiscreta,"Alfred Hitchcock (dir.), James Stewart, Grace Kelly",8.437522993580615,1954,49,,/title/tt0047396/
2,"Alien, el 8° pasajero","Ridley Scott (dir.), Sigourney Weaver, Tom Skerritt",8.435539469770934,1979,50,,/title/tt0078748/
3,Luces de la ciudad,"Charles Chaplin (dir.), Charles Chaplin, Virginia Cherrill",8.434352737038036,1931,51,,/title/tt0021749/
4,Cinema Paradiso,"Giuseppe Tornatore (dir.), Philippe Noiret, Enzo Cannavale",8.429064138190208,1988,52,,/title/tt0095765/
1,Amnesia,"Christopher Nolan (dir.), Guy Pearce, Carrie-Anne Moss",8.426340956101996,2000,53,,/title/tt0209144/
2,Apocalipsis,"Francis Ford Coppola (dir.), Martin Sheen, Marlon Brando",8.425478129106876,1979,54,,/title/tt0078788/
3,Los cazadores del arca perdida,"Steven Spielberg (dir.), Harrison Ford, Karen Allen",8.41189804452809,1981,55,,/title/tt0082971/
4,Django sin cadenas,"Quentin Tarantino (dir.), Jamie Foxx, Christoph Waltz",8.402261164174183,2012,56,,/title/tt1853728/
1,WALL·E,"Andrew Stanton (dir.), Ben Burtt, Elissa Knight",8.392421059434824,2008,57,,/title/tt0910970/
2,La vida de los otros,"Florian Henckel von Donnersmarck (dir.), Ulrich Mühe, Martina Gedeck",8.386584713203371,2006,58,,/title/tt0405094/
3,El ocaso de una vida,"Billy Wilder (dir.), William Holden, Gloria Swanson",8.383073461559507,1950,59,,/title/tt0043014/
4,La patrulla infernal,"Stanley Kubrick (dir.), Kirk Douglas, Ralph Meeker",8.370610395345638,1957,60,,/title/tt0050825/
1,El resplandor,"Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall",8.36808033776178,1980,61,,/title/tt0081505/
2,El gran dictador,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.366663347500028,1940,62,,/title/tt0032553/
